Domeniu,Contine_IP,Contile_A_Rond,lungime_URL,adancime_URL,Redirectionare,domeniu_http,URL_scurt,sufix_prefix,dns_inregistrat,trafic_web,varsta_domeniu,valabilitate_domeniu,existenta_iframe,contine_mouseOver,putem_da_clic_dreapta,redirectionare_web,eticheta
638ca12d-ba2f-451c-8418-faf56b7de7ff.htmlcomponentservice.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
www.dataforce.co.uk,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
blog.cotiabank.paypal-login.us,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
fr.imsly.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
firebasestorage.googleapis.com,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
accounts.sanpchat.com.ghasalah.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
firebasestorage.googleapis.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
bestdailynews.net,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
riuflumaztvfhdpdllvxurtdes-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
www.delightontour.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
103.114.16.4,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
onlineverify.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
isamayy.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
clouddoc-authorize.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
tsk-idrija.si,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
www.web.tiendamisteriosa1garenafreefire.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
182.16.26.237,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
sbvvhygnbhywmkaseyqlxtrwrz-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
device-deregisteration.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.uniquesexygirls.net,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
communication-500app.xyz,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.verifymytransfer.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
new-payee-add.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
ztowolmdxneypiyyfcsppghjyw-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
pics.lookatmynewphotos.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
crm.manageudaserver.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
continue.serveirc.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
sl.al,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
shortenlink.top,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.lloydbank-remove-device.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
sbi.mx,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
xn--pacincia-xl-qbb.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
edapxirtnecpghamxcoiiihqbd-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
hutoknepper.de,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
secure.runescape.com-oc.ru,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
de-register-device-lloyds-online-banking.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
vcirxilfedrmlwnffzgotjqcxz-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
vinshiwellness.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
xj4og.mjt.lu,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
kqjgcscejwazmsuvzeehgqitdg-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
nonstop-ks.com,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1
incometaxchandigarh.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
2482689012.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.voipoid.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
joinwhatsappgrup.duckdns.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
hali-securepayee.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
agent-casar-update.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
134.122.177.22,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
inaceinox.pt,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
docs.google.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.visadpsgiftcard.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
clck.ru,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
structin-my.sharepoint.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
pwcs-in-org.tk,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
temporaryserver13.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
new-devicehelp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
tuetrad.000webhostapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
click.dealmode.de,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
advokatsf-my.sharepoint.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
inx.lv,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.viptbslook.tonohost.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
login14.moonfruit.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
support-confirm-newdevice.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
whatsapp.blazagency.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
bit.ly,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
firebasestorage.googleapis.com,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
pfabpmttcyjdujfjuemgudhbrg-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
firebasestorage.googleapis.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
bit.ly,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
oceantires.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
bezqyrdvnqoogaonymakmhclbv-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
truerespite.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
betasus2020.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
www.atefnet.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
www1.xn--bmobnking-376d.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
185.177.54.9,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
jyzqezczejrlgpokadudltdgyu-dot-poised-bot-306515.uk.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
www.futboles.shop,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
productkeyforfree.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
uqr.to,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
sl.al,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
nabagejec1893.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
qztiqzwqwmvgcivbgkpgxqzspb-dot-gl099898987fhkl.uk.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
lion.main.jp,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
interbank.online-alerta.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
utkrwcqslzvzxhxtotckowbimo-dot-gl099898987fhkl.uk.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
main.d2nnayeg58bm3i.amplifyapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
online.natwest-supportcentre.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
archost.net.au,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
whitefordkenworth-my.sharepoint.com,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
ip-184-168-166-154.ip.secureserver.net,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
pembatalanblokir6.webnode.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
muwoughmczhpszelnkddksywto-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
docs.google.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
da822325-313f-4f85-b334-d9b00a2d64da.htmlcomponentservice.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
kingnetitsys.wapka.website,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.i-m.mx,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
online-banking-personal-login.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
whatsapp.blazagency.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
mlstngtpzhbvixkcibgtyhekae-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
njjcsqfzckliiuewjgrejgzuna-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
www.tsetsuuh.mn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.prepagata-postepay.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
creativecombat.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
sharefiles.app.link,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
livenmitac-my.sharepoint.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
gencon010-my.sharepoint.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
klveiculosmontealto.com.br,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
adnet8.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
lu9-my.sharepoint.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
suddenly.top,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
nwob.personal-payee-alert.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
cel.resgmultiplus.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
tabac-lemarcus.fr,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
stolizaparketa.ru,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
sparkassen-giroverband-mail9.xyz,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
peds-ortho.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
ycxldxoutrlsbaijddypracrds-dot-gl909989876787.uk.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
ourlovmess.wordpress.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.hideoutsalesrentals.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
thehiphoppublicist.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
syriagaleri.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
cf50l.csb.app,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
biocurerx.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
sanasunty.site,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.epos-card.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
orcapm.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
svelte-kdy6dk.stackblitz.io,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.stolizaparketa.ru,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
registerinthispageliveid.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.jbgroup.com.py,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
netstation2.aplus.co.jp.zhognan.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.eposvztd.co.jp.pinjianfang.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
procurement.tevta.gop.pk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
claimeventpubgmobile.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.google.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
monitor254.co.ke,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
thebeachleague.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1
orange-prod13.yolasite.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
qwsqppubgntnzriifishjhjkjm-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
wvw.tiendamisteriosa1garenafreefire.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
mail.netflixpartycanada.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.agri72.fr,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
hubupgrade.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.groupppwhatsapp2021.hoolsip.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
smbc-co-jp.worldtcmforum.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
hanumura.ga,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
docs.google.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
monomobileservice.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
newlifeschooloftheology.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
nuqgkphjkylxnncgvpodsixrxm-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
breakevents.de,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
206.189.85.218,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
meyden.rw,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
78.143.96.35,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
forms.gle,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
app.box.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
taijishentie.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
agcsajpqcezxrcsmofafycsoki-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
urlth.me,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
joeypmemorialfoundation.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
hmlkl.codesandbox.io,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
massimobacchini.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
real-estate-page-id-8821973834.theblucompany.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
bit.ly,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
bodegalatinacorp-my.sharepoint.com,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1
betasus23.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
cy.tc,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
remsy.app.link,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
arimanurung.skom.id,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
reurl.cc,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
secure279.inmotionhosting.com,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
betasusgirisburasi4.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
www.caso980321423x.tonohost.com,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1
myparc.sharepoint.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
amazon-co-jp.zhiduogu.top,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
delivery-cost.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
mee-ralbead.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
netflix.avsita-oil.de,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
scupimelgadar.tk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
runescapeservices.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
arnaoone.co.ip.vzvacoe.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
pslrnuvwybvrldjnjlghhnkzbj-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
firebasestorage.googleapis.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
disq.us,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.mouadarrivalco.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
furkancinar.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
51jianli.cn,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
gkjx168.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
pbmjx.youroffer.company,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
deregister-lloyd-unauthorisedaccess.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
techsmarthere.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
comigocombr.creatorlink.net,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
seonewsservic.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
cedarcp.cl,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
themkdiaries.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
help-deny-mypayees.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
sucursalesdisponiblescr.co,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
blueprint.sd,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
cloud1.directnutrisciences.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
centralconsulta.link,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
rebrand.ly,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.accounts.paxful-security.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
t.mails.total.direct-energie.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
www.atefnet.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
drive.google.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.secure-unauthorised-activity.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
actcfwknexhykindluesavspam-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
hetershaven.net,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
efcgeprdhpurmdkbglxqavpgbv-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
email302.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
lqg8u8.webwave.dev,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
viettel-com-dot-c2c01-531c7.uc.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
mee-ralbead.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
bpl.kr,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
officeee.bubbleapps.io,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
theumashow.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
retkuen.jp.b-su.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
theaceofspaeder.com,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
sonofabridge.com.net2care.com,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
olxpl.delivery-b.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
nabagejec1893.blogspot.sg,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
imeipro.info,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.goal.com.pe,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.rakuten.co.jp.zep9i89hj9h5o2te8kqczsdl.shop,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
uvsmwvavrcjzyostrcidayyzit-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
clouddoc-authorize.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
hagit-simantov.co.il,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
jamescamacho28.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
e98df0a24ae6d4a4d2f55a7da53a1409-dot-solidstar-improts.uk.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
ilovemymess.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
columbus.shortest-route.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
geeeculqlghwhzpulpigvxduyz-dot-poised-bot-306515.uk.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
fromattyahoomailnetfay.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
paypal.me.holdpaystatic.shop,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.webcase.me,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.smbcs.live,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
7d54v.app.link,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
bit.do,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
www.spiritotarsogno.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
micvweb.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.1ka.si,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
joeypmemorialfoundation.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
contact-ebay.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
www.servlces.runescape.com-cn.ru,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
well-made-iron.surge.sh,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
or-ca.love,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
telecom-orange0.yolasite.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
gruposcherman.com.br,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
bit.do,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
detogroups.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
wifi.retinad.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
docsharex-authorize.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
newsimdigital.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
benamejicityofbaseball.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
fbrent.ru,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
claus.bz,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
authorize-paxful.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
estetika2z.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
peds-ortho.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
littleelmapartments.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
hvccjgvdenbupdpttdrnncfsjn-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
s.id,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
u1s6.22web.org,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
52.139.34.8,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
services.runescape.com-vzla.ru,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
collins-machine.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
or-ca.love,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
betasuslink1.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
rakuten.rakutenshop12.work,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
csss.co.jp,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
247.48.198.104.bc.googleusercontent.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
www.flooringexpo.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
fuuclkahmtjnftffmotqlcevbq-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
in.cim-identity.online,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
creativecombat.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
netflx-renewal.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
